name,code,saqa_id,dep,aps,faculty,nqf,credits,desc,comments,school,url
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Computer Application Technology (90104 - CAT),School subject combination: Computer Application Technology,480,,103108,Education,90104 - CAT,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of visual programming and databases combined with
Business Management and will equip a student to teach Business Studies and Computer Applications
Technology the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
 IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Computer-Application-Technology-(90104-–-CAT)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Consumer Studies (90104 - CON),School subject combination: Consumer Studies,480,,103108,Education,90104 - CON,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Food, clothing, nutrition, Business Management,
which will equip students with the knowledge to teach Consumer Studies & Business Studies in the FET
phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Consumer-Studies-(90104-–-CON)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Economics and Management Science (90104 - EMS),School subject combination: Economics and Management Science,480,,103108,Education,90104 - EMS,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Business Management and Economics, which will
equip students with the knowledge to teach Business Studies and Economics in the FET Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Economics-and-Management-Science-(90104-–-EMS)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Financial Accounting (90104 - FAC),School subject combination: Financial Accounting,480,,103108,Education,90104 - FAC,7,"
Rules:
This BEd degree is different streams/School Subject Combinations. Each combination is structured for
a specific teaching field and students need to follow one of these. Students may only offer one of
these combinations, unless DHET (Department of Higher Education and Training) approves the offering
of a second BEd degree in a different School Subject Combination.
 
 This School Subject Combination entails the study of Accounting and Business Management. This will
equip students with the knowledge to teach Financial Accounting and Business Studies in the FET
phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Financial-Accounting-(90104-–-FAC)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Geography and Languages (90104 - GEL),School subject combination: Geography and Languages,480,,103108,Education,90104 - GEL,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Geography & the Environment, and combined with
Languages, which will equip students with the knowledge to teach Geography and Languages in the FET
phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Geography-and-Languages-(90104-–-GEL)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: History and Geography (90104 - HIG),School subject combination: History and Geography,480,,103108,Education,90104 - HIG,7,"
Rules:
This BEd degree is offered with different streams/school Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of History in the modern South Africa combined
with Geography and the Environment, which will equip students with the knowledge to teach History &
Geography in the FET Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-History-and-Geography-(90104-–-HIG)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Hospitality Studies and Business Studies (90104 - HSB),School subject combination: Hospitality Studies and Business Studies,480,,103108,Education,90104 - HSB,7,"
Rules:
This BEd degree is offered with Different Stream/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Food and Nutrition, Business Management, which
will equip students with the knowledge to teach Hospitality Studies & Business Studies in the FET
Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may
not apply, as they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Hospitality-Studies-and-Business-Studies-(90104-–-HSB)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Hospitality Studies and Tourism (90104 - HST),School subject combination: Hospitality Studies and Tourism,480,,103108,Education,90104 - HST,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Food, Nutrition and Tourism, which will equip
students with the knowledge to teach Hospitality Studies & Tourism in the FET Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/.
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may
not apply, as they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Hospitality-Studies-and-Tourism-(90104-–-HST)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Information Technology (90104 - IFT),School subject combination: Information Technology,480,,103108,Education,90104 - IFT,7,"
Rules:
This BEd degree is offered with Different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of programming and the incremental testing of
programs, which will equip students with the knowledge to teach Information Technology in the FET
Phase. Students who register for any Computer Science or Information Systems modules should: (a)
have access to an Internet cafe or a Unisa Regional Learning Centre or other Internet.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant
teachingmethodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Information-Technology-(90104-–-IFT)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Language (90104 - LAN),School subject combination: Language,480,,103108,Education,90104 - LAN,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of different Languages (English, as well as
African Languages, Afrikaans, Arabic, French, Portuguese, Mandarin), which will equip students with
the knowledge to teach English and other Languages in the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodolgy.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Language-(90104-–-LAN)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Life Orientation and Language (90104 - LOL),School subject combination: Life Orientation and Language,480,,103108,Education,90104 - LOL,7,"
Rules:
This BEd degree is offered with Different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Psychology and combined with Languages, which
will equip students with the knowledge to teach Life Orientation and Languages in the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/.
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Life-Orientation-and-Language-(90104-–-LOL)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Life Science and Mathematics (90104 - LSM),School subject combination: Life Science and Mathematics,480,,103108,Education,90104 - LSM,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Life Science and Mathematics. A student who has
successfully completed this qualification will be able to teach from Grades 7 to 12 in the School
Subject Combination selected. Teaching Practice is a compulsory component in this program and must
be taken according to the specific criteria every year. Five weeks practical is required every year,
and three weeks must be offered consecutively. This qualification comprises both semester and year
modules. Year modules may only be registered during the January registration period of each academic
year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
 IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Life-Science-and-Mathematics-(90104-–-LSM)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Life Sciences (90104 - BIO),School subject combination: Life Sciences,480,,103108,Education,90104 - BIO,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Botany, Zoology and Physical Geography, which
will equip students with the knowledge to teach Life Sciences and Geography in the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology. The general credit value of the BEd qualification is 480 credits, however, the 90104
BIO stream consists of 504 credits to meet the school subject combination requirement. Some of the
pre-requisites and/ or co-requisites outlined in this qualification may not apply, as they do not
form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Life-Sciences-(90104-–-BIO)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Mathematical Literacy and Economics (90104 - MLE),School subject combination: Mathematical Literacy and Economics,480,,103108,Education,90104 - MLE,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Mathematical Literacy and Economics. A student
who has successfully completed this qualification will be able to teach from Grades 7 to 12 in the
School Subject Combination selected. Teaching Practice is a compulsory component in this program and
must be taken according to the specific criteria every year. Five weeks practical is required every
year, and three weeks must be offered consecutively. This qualification comprises both semester and
year modules. Year modules may only be registered during the January registration period of each
academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
 
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Mathematical-Literacy-and-Economics-(90104-–-MLE)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Mathematics Literacy and Financial Accounting (90104 - MFA),School subject combination: Mathematics Literacy and Financial Accounting,480,,103108,Education,90104 - MFA,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Maths Literacy and Financial Accounting. A
student who has successfully completed this qualification will be able to teach from Grades 7 to 12
in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Register-to-study-through-Unisa/Undergraduate-&-honours-qualifications/Find-your-qualification-&-choose-your-modules/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Mathematics-Literacy-and-Financial-Accounting-(90104-–-MFA)
