name,code,saqa_id,dep,aps,faculty,nqf,credits,desc,comments,school,url
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Computer Application Technology (90104 - CAT),School subject combination: Computer Application Technology,480,,103108,,90104 - CAT,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of visual programming and databases combined with
Business Management and will equip a student to teach Business Studies and Computer Applications
Technology the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
 IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Computer-Application-Technology-(90104-–-CAT)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Consumer Studies (90104 - CON),School subject combination: Consumer Studies,480,,103108,,90104 - CON,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Food, clothing, nutrition, Business Management,
which will equip students with the knowledge to teach Consumer Studies & Business Studies in the FET
phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Consumer-Studies-(90104-–-CON)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Financial Accounting (90104 - FAC),School subject combination: Financial Accounting,480,,103108,,90104 - FAC,7,"
Rules:
This BEd degree is different streams/School Subject Combinations. Each combination is structured for
a specific teaching field and students need to follow one of these. Students may only offer one of
these combinations, unless DHET (Department of Higher Education and Training) approves the offering
of a second BEd degree in a different School Subject Combination.
 
 This School Subject Combination entails the study of Accounting and Business Management. This will
equip students with the knowledge to teach Financial Accounting and Business Studies in the FET
phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Financial-Accounting-(90104-–-FAC)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Hospitality Studies and Business Studies (90104 - HSB),School subject combination: Hospitality Studies and Business Studies,480,,103108,,90104 - HSB,7,"
Rules:
This BEd degree is offered with Different Stream/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Food and Nutrition, Business Management, which
will equip students with the knowledge to teach Hospitality Studies & Business Studies in the FET
Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may
not apply, as they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Hospitality-Studies-and-Business-Studies-(90104-–-HSB)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Information Technology (90104 - IFT),School subject combination: Information Technology,480,,103108,,90104 - IFT,7,"
Rules:
This BEd degree is offered with Different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of programming and the incremental testing of
programs, which will equip students with the knowledge to teach Information Technology in the FET
Phase. Students who register for any Computer Science or Information Systems modules should: (a)
have access to an Internet cafe or a Unisa Regional Learning Centre or other Internet.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant
teachingmethodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Information-Technology-(90104-–-IFT)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Mathematical Literacy and Economics (90104 - MLE),School subject combination: Mathematical Literacy and Economics,480,,103108,,90104 - MLE,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Mathematical Literacy and Economics. A student
who has successfully completed this qualification will be able to teach from Grades 7 to 12 in the
School Subject Combination selected. Teaching Practice is a compulsory component in this program and
must be taken according to the specific criteria every year. Five weeks practical is required every
year, and three weeks must be offered consecutively. This qualification comprises both semester and
year modules. Year modules may only be registered during the January registration period of each
academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
 
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Mathematical-Literacy-and-Economics-(90104-–-MLE)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Religious Studies (90104 - RES),School subject combination: Religious Studies,480,,103108,,90104 - RES,7,"
Rules:
This BEd degree is offered with different streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Religion (Biblical Studies or Islamic Studies),
combined with Psychology, which will equip students to teach Life Orientation & Religion Studies in
the FET Phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/.
 
 With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Religious-Studies-(90104-–-RES)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Tourism and Geography (90104 - TRG),School subject combination: Tourism and Geography,480,,103108,,90104 - TRG,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Tourism and Geography.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
 
Note that SPE1507 has been replaced by NSO1507. Students who have passed the SPE modules do not need
to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Tourism-and-Geography-(90104-–-TRG)
Bachelor of Education in Senior Phase and Further Education and Training Teaching School subject combination: Tourism and Management (90104 - TRM),School subject combination: Tourism and Management,480,,103108,,90104 - TRM,7,"
Rules:
This BEd degree is offered with different Streams/School Subject Combinations. Each combination is
structured for a specific teaching field and students need to follow one of these. Students may only
offer one of these combinations, unless DHET (Department of Higher Education and Training) approves
the offering of a second BEd degree in a different School Subject Combination.
 
This School Subject Combination entails the study of Tourism and Business Management, which will
equip students with the knowledge to teach Tourism & Business Studies in the FET phase.
 
A student who has successfully completed this qualification will be able to teach from Grades 7 to
12 in the School Subject Combination selected. Teaching Practice is a compulsory component in this
program and must be taken according to the specific criteria every year. Five weeks practical is
required every year, and three weeks must be offered consecutively. This qualification comprises
both semester and year modules. Year modules may only be registered during the January registration
period of each academic year.
 
Students must also register themselves with SACE (South African Council for Educators) from the
first year of BEd registration. Please visit the SACE website for more information:
https://www.sace.org.za/.
 
With the migration from the non-aligned BEd to aligned BEd, transitional arrangements have been
approved by the College of Education unique to this specific degree and stream, and is not
transferable to any other qualification and/or stream.
IMPORTANT: Students must register the relevant Teaching Methodology in each year of registration
with the applicable Teaching Practice module of the academic level. UNISA reserves the right to
cancel any teaching practice module that is not registered concurrently with the relevant teaching
methodology.
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply, as
they do not form part of the curriculum.
Note that SPE1507 has been replaced by
NSO1507. Students who have passed the SPE
modules do not need to do the NSO modules.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Education-in-Senior-Phase-and-Further-Education-and-Training-Teaching-School-subject-combination:-Tourism-and-Management-(90104-–-TRM)
Bachelor of Music (90089),90089,101510,,20,,7,360,"Purpose statement:This qualification prepares qualifying students to function as professional musicians, composers, music industry specialists, and music scholars. Qualifying students will have specialist knowledge and skills in African music, composition studies, music technology, musicology, ethnomusicology, music theory, and the music business. They will be able to interpret music from historical and oral sources, compose music in a range of popular, jazz, and art music styles, and orchestrate combinations of African and Western musical instruments. On completion of their studies students are qualified for careers as professional musicians as composers, producers, and researchers, or in collaboration with other musicians in recording, editing, and mastering professional work for the recording industry. Graduates will be qualified to work in the music business and the creative arts industries in general. Graduates will also be qualified to work  in the educational sector,  as music critics and writers, and as composers and producers for film, television, radio, and broadcast media. Graduates will be qualified to conduct basic research, and for admission to postgraduate studies in musicology, ethnomusicology, music theory, and composition studies.","
Rules:
This qualification consists of 27 modules.
 
The current BMus programme, known as the Bachelor of Music in Musicology, will be phased out from
2019 onwards, and replaced with the new BMus, Bachelor of Music degree. All incoming students will
register for the new programme. Students currently in the old programme will have until 2023 to
finish this programme, with 1st level subjects offered until the end of 2018, 2nd level until the
end of 2019, and 3rd level until the end of 2020. Opportunities to re-register for failed subjects
will be offered for four years after the end of each level, with an additional year to take
supplementary and special exams, i.e., until the end of 2021 for 1st level, 2022 for 2nd level and
2023 for 3rd level. Thereafter, students will be transitioned into the new programme.
 
Students who have completed less than 50% of the old programme will be transitioned into the new
programme in 2019 (1st level) and 2020 (2nd level). Students who have completed more than 50% of the
old programme will have until 2023 to complete their degrees and will be permitted to finish this
qualification, uninterrupted, as per the policies and rules of the University. There are certain
special cases for particular modules, as shown below: BA electives: Students, who have completed up
to 24 credits of BA modules in terms of the electives for the Bachelor of Music in Musicology at 1st
level, or 36 credits at 2nd level, will be exempt from a similar number of credits for specific
modules in the new Bachelor of Music degree.
 
Some of the pre-requisites and/ or co-requisites outlined in this qualification may not apply as
they do not form part of the curriculum.
 
Students should note that during the course of their studies they would be required to have access
to a computer or laptop, printer and the internet.
",,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Music-(90089)
Bachelor of Science in Agricultural Science Agricultural Business and Management (90082 - ABM),Agricultural Business and Management,480,,99030,,90082 - ABM,8,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Agricultural-Business-and-Management-(90082-–-ABM)
Bachelor of Science in Agricultural Science Animal Science (90082 - ANS),Animal Science,480,,99030,,90082 - ANS,8,"
Rules:
Some of the pre-requisites and/or co requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Animal-Science-(90082-–-ANS)
Bachelor of Science in Agricultural Science Plant Science (90082 - PLS),Plant Science,480,,99030,,90082 - PLS,8,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Agricultural-Science-Plant-Science-(90082-–-PLS)
Bachelor of Science in Environmental Management Botany (98052 - EBO),Botany,360,,101233,,98052 - EBO,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB3701 outlined in this qualification may not
apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Botany-(98052-–-EBO)
Bachelor of Science in Environmental Management Chemistry (98052 - ECH),Chemistry,360,,101233,,98052 - ECH,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB2606 & PUB3701 outlined in this qualification
may not apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Chemistry-(98052-–-ECH)
Bachelor of Science in Environmental Management Zoology (98052 - EZO),Zoology,360,,101233,,98052 - EZO,7,"
Rules:
Some of the pre-requisites and/or co-requisites on PUB3701 outlined in this qualification may not
apply as they do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Environmental-Management-Zoology-(98052-–-EZO)
Bachelor of Science in Life Sciences Biochemistry (or Physiology or Microbiology) with Business Management (98053 - BBM),Biochemistry (or Physiology or Microbiology) with Business Management,360,,101234,,98053 - BBM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-(or-Physiology-or-Microbiology)-with-Business-Management-(98053-–-BBM)
Bachelor of Science in Life Sciences Biochemistry and Botany (98053 - BAB),Biochemistry and Botany,360,,101234,,98053 - BAB,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Botany-(98053-–-BAB)
Bachelor of Science in Life Sciences Biochemistry and Microbiology (98053 - BAM),Biochemistry and Microbiology,360,,101234,,98053 - BAM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Microbiology-(98053-–-BAM)
Bachelor of Science in Life Sciences Biochemistry and Physiology (98053 - BAP),Biochemistry and Physiology,360,,101234,,98053 - BAP,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Physiology-(98053-–-BAP)
Bachelor of Science in Life Sciences Biochemistry and Zoology (98053 - BAZ),Biochemistry and Zoology,360,,101234,,98053 - BAZ,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biochemistry-and-Zoology-(98053-–-BAZ)
Bachelor of Science in Life Sciences Biomedical Sciences (98053 - BMI),Biomedical Sciences,360,,101234,,98053 - BMI,7,"
Rules:Students who have passed BOT2605 will be exempted for NUT2601.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biomedical-Sciences-(98053-–-BMI)
Bachelor of Science in Life Sciences Biotechnology (98053 - BIT),Biotechnology,360,,101234,,98053 - BIT,7,"
Rules:
Some of the pre-requisites and/or co-requisites outlined in this qualification may not apply as they
do not form part of the curriculum.
",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Biotechnology-(98053-–-BIT)
Bachelor of Science in Life Sciences Botany and Microbiology (98053 - BNM),Botany and Microbiology,360,,101234,,98053 - BNM,7,"Purpose statement:The purpose of this qualification is: 1) To produce science graduates who have the following attributes - a systematic and coherent body of knowledge and an understanding of underlying concepts and principles; the ability to access and evaluate scientific information including knowing how scientific knowledge is created; a high level of cognitive and other generic skills including problem-solving, written and spoken communication and computer literacy and competence in applying knowledge through basic research methods and practice; 2) To provide every graduate with a sufficient depth of knowledge and skills that give opportunities for continued personal intellectual growth - including postgraduate study - for gainful economic activity in a range of careers and for rewarding and constructive contributions to society. 3) To provide society with science graduates who demonstrate initiative and responsibility, who are professional and ethical in their roles within the economy and society and who are able to be intellectual leaders within their society and 4) To produce graduates in all scientific fields in order to increase, widen and transform the leadership base in South Africa, both for innovation and science-based economic and research development and for the education of future generations of scientists, technologists, engineers and other professional people.",APS/AS:,,https://www.unisa.ac.za/sites/corporate/default/Apply-for-admission/Undergraduate-qualifications/Qualifications/All-qualifications/Bachelor-of-Science-in-Life-Sciences-Botany-and-Microbiology-(98053-–-BNM)
